livro;referencia;tema;categoria;dificuldade;enunciado;alternativa_a;alternativa_b;alternativa_c;alternativa_d;correta;comentario
Apocalipse;Ap 1:8;Jesus;Divindade;Média;Como Deus se apresenta em Apocalipse 1:8?;Leão de Judá;Alfa e Ômega;Bom Pastor;Estrela da Manhã;B;Ele é o princípio e o fim de todas as coisas.
Apocalipse;Ap 2:17;Promessas;Vencedores;Difícil;O que Jesus promete dar ao vencedor na carta à igreja de Pérgamo?;Uma coroa de ouro;Uma pedra branca com um novo nome;Uma espada;Um cetro;B;A pedra branca simboliza aceitação e nova identidade.
Apocalipse;Ap 3:8;Filadélfia;Perseverança;Difícil;O que Jesus colocou diante da igreja de Filadélfia?;Um novo altar;Uma porta aberta;Uma coroa;Uma espada;B;Ninguém poderia fechar a porta aberta por Cristo.
Apocalipse;Ap 5:12;Adoração;Cordeiro;Média;Segundo os seres celestiais, o Cordeiro é digno de receber quantas expressões de honra?;Cinco;Sete;Dez;Doze;B;Louvor, riqueza, sabedoria, força, honra, glória e ações de graças.
Apocalipse;Ap 7:14;Grande Tribulação;Esperança;Difícil;Como as vestes da grande multidão foram embranquecidas?;Pela água da vida;No sangue do Cordeiro;Pelo fogo;Pela luz do trono;B;A purificação é resultado do sacrifício de Cristo.
Apocalipse;Ap 12:11;Vitória;Testemunho;Média;Por meio de que os santos venceram o acusador?;Da força do exército;Do sangue do Cordeiro e da palavra do testemunho;Da sabedoria;Da perseverança apenas;B;A vitória pertence aos que permanecem em Cristo.
Apocalipse;Ap 19:8;Noiva de Cristo;Santidade;Difícil;O que representa o linho finíssimo dado à Noiva?;A glória celestial;Os atos de justiça dos santos;Os anjos;A Igreja de Jerusalém;B;O linho simboliza a vida santa do povo de Deus.
Gênesis;Gn 14:18;Personagens;Melquisedeque;Difícil;Além de rei de Salém, Melquisedeque era sacerdote de quem?;Do Deus de Abraão;Do Deus Altíssimo;Do Senhor dos Exércitos;Do Deus de Israel;B;Melquisedeque aparece como sacerdote do Deus Altíssimo.
Êxodo;Êx 16:15;Maná;Provisão;Média;"O que significa a palavra ""maná""?";Pão do céu;Que é isto?;Alimento santo;Presente de Deus;B;O povo não sabia o que era aquele alimento enviado por Deus.
Levítico;Lv 24:2;Tabernáculo;Lâmpadas;Difícil;Que tipo de azeite deveria abastecer continuamente o candelabro?;Azeite comum;Azeite puro de oliveira;Azeite perfumado;Óleo de unção;B;O azeite puro mantinha as lâmpadas sempre acesas.
Números;Nm 24:17;Profecias Messiânicas;Balaão;Difícil;O que Balaão profetizou que surgiria de Jacó?;Um profeta;Uma estrela;Um sacerdote;Uma cidade;B;A estrela tornou-se símbolo da esperança messiânica.
Deuteronômio;Dt 18:15;Profecias Messiânicas;Moisés;Média;Quem Deus prometeu levantar semelhante a Moisés?;Josué;Um profeta;Elias;Samuel;B;Essa promessa encontra seu cumprimento pleno em Cristo.
Josué;Js 14:10;Personagens;Calebe;Difícil;Quantos anos Calebe tinha quando pediu o monte de Hebrom?;75 anos;85 anos;90 anos;80 anos;B;Mesmo aos 85 anos, Calebe mantinha sua confiança em Deus.
Juízes;Jz 3:31;Personagens;Sangar;Difícil;Com qual instrumento Sangar matou seiscentos filisteus?;Uma espada;Uma aguilhada de bois;Um arco;Uma lança;B;Sangar foi usado por Deus de maneira incomum.
Rute;Rt 4:17;Genealogia;Davi;Difícil;Como as vizinhas chamaram o filho de Rute e Boaz?;Jessé;Obede;Elimeleque;Maalom;B;Obede tornou-se avô do rei Davi.
1 Samuel;1Sm 30:8;Consulta a Deus;Davi;Média;Antes de perseguir os amalequitas, o que Davi fez?;Convocou o exército;Consultou o Senhor;Chamou Samuel;Jejuou sete dias;B;Davi buscou direção de Deus antes de agir.
2 Samuel;2Sm 9:7;Graça;Mefibosete;Difícil;Por amor a quem Davi demonstrou bondade a Mefibosete?;Saul;Jônatas;Abner;Samuel;B;Davi honrou sua aliança com Jônatas.
1 Reis;1Rs 8:61;Fidelidade;Salomão;Difícil;O que Salomão desejou que o povo tivesse inteiramente voltado para o Senhor?;A mente;O coração;A força;A alma;B;A obediência começa com um coração totalmente dedicado a Deus.
2 Reis;2Rs 17:13;Profetas;Arrependimento;Difícil;Por meio de quem Deus advertiu Israel e Judá antes do exílio?;Dos reis;Dos profetas e videntes;Dos sacerdotes;Dos juízes;B;Deus enviou muitos mensageiros antes de executar seu juízo.
1 Crônicas;1Cr 28:9;Davi;Salomão;Difícil;Como Davi descreveu Deus ao aconselhar Salomão?;O Deus dos exércitos;Aquele que sonda todos os corações;O Deus da aliança;O Rei eterno;B;Deus conhece perfeitamente as intenções do coração.
2 Crônicas;2Cr 34:31;Reforma;Josias;Difícil;Que compromisso Josias assumiu diante do Senhor?;Construir um novo templo;Guardar a aliança e obedecer aos mandamentos;Expandir o reino;Fortalecer o exército;B;O rei renovou publicamente a aliança com Deus.
Esdras;Ed 7:6;Personagens;Esdras;Média;Por que Esdras era conhecido entre o povo?;Por sua riqueza;Por ser escriba hábil na Lei de Moisés;Por comandar o exército;Por reconstruir os muros;B;Esdras dedicou sua vida ao estudo e ensino das Escrituras.
Neemias;Ne 8:8;Palavra de Deus;Ensino;Difícil;Como os levitas ensinavam a Lei ao povo?;Cantando apenas;Lendo, explicando e dando o sentido;Traduzindo para outro idioma;Escrevendo em pergaminhos;B;O objetivo era que todos compreendessem a Palavra.
Ester;Et 8:17;Providência;Conversões;Difícil;O que aconteceu com muitos povos após o livramento dos judeus?;Mudaram de cidade;Declararam-se judeus;Construíram templos;Migraram para Jerusalém;B;O temor causado pela ação de Deus alcançou outras nações.
Jó;Jó 23:10;Fé;Provação;Difícil;Como Jó disse que sairia após ser provado por Deus?;Mais forte;Como ouro;Sem sofrimento;Como prata;B;Jó confiava no propósito purificador das provações.
Salmos;Sl 37:23;Direção;Providência;Média;Quem firma os passos do homem justo?;Os anjos;O Senhor;A sabedoria;A família;B;Deus dirige a caminhada daqueles que lhe obedecem.
Salmos;Sl 90:12;Sabedoria;Brevidade da Vida;Média;O que Moisés pede que Deus ensine seu povo a contar?;As bênçãos;Os dias;As vitórias;As gerações;B;Reconhecer a brevidade da vida conduz à verdadeira sabedoria.
Provérbios;Pv 18:10;Proteção;Deus;Fácil;O nome do Senhor é comparado a quê?;Um escudo;Uma torre forte;Uma espada;Uma muralha;B;Quem confia no Senhor encontra segurança.
Provérbios;Pv 28:13;Arrependimento;Perdão;Média;Quem alcança misericórdia, segundo Provérbios?;Quem esconde seus pecados;Quem os confessa e abandona;Quem promete mudar;Quem conhece a Lei;B;O arrependimento verdadeiro inclui confissão e abandono do pecado.
Eclesiastes;Ec 12:13;Temor de Deus;Conclusão;Fácil;Qual é o dever de todo ser humano, segundo Salomão?;Buscar conhecimento;Temer a Deus e guardar seus mandamentos;Trabalhar muito;Construir um legado;B;Toda a vida encontra sentido na obediência ao Senhor.
Isaías;Is 30:21;Direção;Obediência;Difícil;O que o povo ouviria ao andar pelo caminho certo?;O som das trombetas;"Uma voz dizendo: ""Este é o caminho""";O cântico dos levitas;A voz do rei;B;Deus promete orientar aqueles que o seguem.
Jeremias;Jr 15:16;Palavra de Deus;Alegria;Difícil;Como Jeremias descreveu o efeito das palavras de Deus em sua vida?;Como um peso;Alegria e prazer do coração;Como fogo consumidor;Como espada;B;Mesmo em meio às lutas, a Palavra era sua maior alegria.
Ezequiel;Ez 36:26;Transformação;Novo Coração;Média;O que Deus prometeu retirar do coração do seu povo?;O medo;O coração de pedra;A tristeza;A dúvida;B;A nova aliança envolve uma transformação interior.
Daniel;Dn 6:26;Testemunho;Deus Vivo;Difícil;Como o rei Dario descreveu o Deus de Daniel?;Deus poderoso;Deus vivo que permanece para sempre;Rei dos céus;Juiz eterno;B;O livramento de Daniel levou o rei a glorificar o Senhor.
Oséias;Os 14:9;Sabedoria;Obediência;Difícil;Quem compreenderá os caminhos do Senhor, segundo Oséias?;Os estudiosos;Os sábios e prudentes;Os sacerdotes;Os reis;B;Os justos andam nos caminhos do Senhor, enquanto os rebeldes tropeçam neles.
Joel;Jl 2:13;Arrependimento;Graça;Média;Qual característica de Deus Joel destaca ao chamar o povo ao arrependimento?;Seu grande poder;Ele é misericordioso e compassivo;Sua justiça;Sua santidade;B;O arrependimento é motivado pela bondade de Deus.
Amós;Am 5:24;Justiça;Vida Cristã;Difícil;Segundo Amós, como deve correr a justiça?;Como um rio caudaloso;Como as águas e um ribeiro perene;Como uma chuva;Como uma fonte;B;Deus deseja justiça constante, e não apenas rituais religiosos.
Obadias;Ob 1:3;Orgulho;Edom;Difícil;Segundo Obadias, o que havia enganado o povo de Edom?;Sua riqueza;O orgulho do seu coração;Seus aliados;Seu exército;B;A autoconfiança levou Edom à queda.
Jonas;Jn 1:17;Milagres;Jonas;Média;Por quantos dias e noites Jonas permaneceu no grande peixe?;Dois;Três;Cinco;Sete;B;O período simboliza morte e livramento, sendo citado por Jesus.
Miquéias;Mq 6:8;Vida Cristã;Obediência;Fácil;O que Deus requer do ser humano, segundo Miquéias?;Grandes sacrifícios;Praticar a justiça, amar a misericórdia e andar humildemente com Deus;Jejuar frequentemente;Construir templos;B;Deus valoriza uma vida transformada mais que rituais.
Naum;Na 1:7;Confiança;Proteção;Média;Para quem o Senhor é uma fortaleza no dia da angústia?;Para Israel apenas;Para os que nele confiam;Para os sacerdotes;Para os reis;B;Deus conhece e protege aqueles que se refugiam nele.
Habacuque;Hc 2:4;Fé;Justificação;Média;Como viverá o justo?;Pela força;Pela fé;Pela sabedoria;Pelas obras;B;Este versículo é citado diversas vezes no Novo Testamento.
Sofonias;Sf 3:9;Restauração;Adoração;Difícil;O que Deus prometeu dar aos povos?;Uma nova terra;Lábios puros;Novos sacerdotes;Uma nova língua;B;O propósito era que todos invocassem o nome do Senhor.
Ageu;Ag 1:8;Templo;Obediência;Média;O que Deus ordenou ao povo fazer?;Fortalecer o exército;Subir ao monte, trazer madeira e reconstruir o templo;Ampliar Jerusalém;Construir muralhas;B;O povo precisava priorizar a casa de Deus.
Zacarias;Zc 4:6;Poder de Deus;Zorobabel;Fácil;Segundo Zacarias, como a obra seria realizada?;Pela força humana;Pelo Espírito do Senhor;Pela riqueza;Pelo exército;B;A obra de Deus depende do seu Espírito.
Malaquias;Ml 4:2;Esperança;Promessa;Média;O que nascerá para os que temem o nome do Senhor?;Uma grande estrela;O Sol da Justiça;Uma nova aliança;Um novo templo;B;Profecia associada à manifestação do Messias.
Mateus;Mt 5:9;Bem-aventuranças;Paz;Fácil;Como serão chamados os pacificadores?;Servos do Reino;Filhos de Deus;Discípulos fiéis;Herdeiros da promessa;B;Promover a paz reflete o caráter do Pai.
Mateus;Mt 18:22;Perdão;Relacionamentos;Média;Quantas vezes Jesus disse que devemos perdoar?;Sete vezes;Setenta vezes sete;Cem vezes;Sempre que pedirem;B;O perdão cristão não deve ter limites.
Marcos;Mc 4:39;Milagres;Tempestade;Média;Quais palavras Jesus dirigiu ao mar?;Pare agora;Acalma-te, emudece;Levanta-te;Não temas;B;A natureza obedeceu imediatamente à voz de Cristo.
Lucas;Lc 15:20;Parábolas;Filho Pródigo;Média;O que o pai fez ao ver o filho ainda de longe?;Esperou que ele chegasse;Correu ao seu encontro;Mandou um servo;Fechou a porta;B;A parábola revela o amor e a graça do Pai.
João;Jo 6:35;Jesus;Pão da Vida;Fácil;Como Jesus se apresentou após a multiplicação dos pães?;Luz do Mundo;Pão da Vida;Bom Pastor;Videira Verdadeira;B;Cristo satisfaz plenamente a necessidade espiritual.
Atos;At 11:26;História da Igreja;Antioquia;Média;Em qual cidade os discípulos foram chamados cristãos pela primeira vez?;Jerusalém;Antioquia;Éfeso;Corinto;B;Antioquia tornou-se um importante centro missionário.
Romanos;Rm 8:1;Salvação;Condenação;Fácil;O que não existe para quem está em Cristo Jesus?;Tribulações;Condenação;Perseguições;Fraquezas;B;Cristo removeu a condenação daqueles que nele creem.
1 Coríntios;1Co 15:58;Perseverança;Serviço;Média;Como Paulo orienta os cristãos a permanecerem?;Sempre vigilantes;Firmes e constantes;Em silêncio;Com prudência;B;O trabalho realizado para o Senhor jamais é inútil.
2 Coríntios;2Co 12:10;Graça;Fraqueza;Difícil;Quando Paulo afirmou ser forte?;Quando era reconhecido;Quando estava fraco;Quando fazia milagres;Quando pregava;B;A força de Cristo se aperfeiçoa na fraqueza humana.
Gálatas;Gl 5:13;Liberdade;Amor;Média;Para que a liberdade cristã não deve servir?;Para anunciar o evangelho;Para dar ocasião à carne;Para ajudar o próximo;Para servir a Deus;B;A liberdade deve ser usada para servir em amor.
Efésios;Ef 4:32;Relacionamentos;Perdão;Fácil;Como devemos perdoar uns aos outros?;Conforme a justiça;Como Deus nos perdoou em Cristo;Somente após um pedido;Apenas uma vez;B;O perdão recebido de Deus é o modelo para nossas relações.
Filipenses;Fp 2:10;Jesus;Exaltação;Média;Diante do nome de Jesus, o que acontecerá?;Todos cantarão;Todo joelho se dobrará;Todos levantarão as mãos;Toda língua ficará em silêncio;B;Toda a criação reconhecerá a autoridade de Cristo.
Filipenses;Fp 4:13;Força;Vida Cristã;Fácil;Em quem Paulo disse que podia todas as coisas?;Em si mesmo;Naquele que o fortalece;Na igreja;Nos irmãos;B;A força do cristão vem de Cristo.
Colossenses;Cl 3:2;Santidade;Prioridades;Média;Onde o cristão deve colocar o pensamento?;Nas riquezas;Nas coisas do alto;No passado;Nas preocupações;B;A vida cristã deve estar voltada para as realidades eternas.
1 Tessalonicenses;1Ts 5:11;Comunhão;Edificação;Fácil;O que Paulo recomenda que os irmãos façam uns pelos outros?;Julguem-se;Edifiquem-se mutuamente;Corrijam-se sempre;Afastem-se;B;A igreja cresce quando seus membros fortalecem uns aos outros.
2 Tessalonicenses;2Ts 1:11;Oração;Chamado;Difícil;Por qual motivo Paulo orava continuamente pelos tessalonicenses?;Para que fossem ricos;Para que Deus os tornasse dignos do chamado;Para que não sofressem;Para que crescessem em número;B;A oração de Paulo enfatiza a fidelidade ao chamado de Deus.
1 Timóteo;1Tm 4:12;Exemplo;Juventude;Média;Em quais áreas Timóteo deveria ser exemplo?;Somente na pregação;Na palavra, procedimento, amor, fé e pureza;No estudo;Na liderança;B;A idade não impede um testemunho cristão maduro.
2 Timóteo;2Tm 2:2;Discipulado;Ensino;Difícil;A quem Timóteo deveria transmitir os ensinamentos recebidos de Paulo?;A todos indistintamente;A homens fiéis, capazes de ensinar outros;Somente aos presbíteros;Aos apóstolos;B;O discipulado bíblico multiplica novos discipuladores.
Tito;Tt 2:7;Testemunho;Boas Obras;Média;Em que Tito deveria mostrar-se exemplo?;Na administração;Nas boas obras;Na eloquência;Na autoridade;B;O exemplo fortalece a credibilidade do ensino.
Hebreus;Hb 3:13;Comunhão;Perseverança;Difícil;Com que frequência os cristãos devem encorajar uns aos outros?;Semanalmente;Todos os dias;Nas festas;Nos cultos;B;O encorajamento diário ajuda a vencer o engano do pecado.
Hebreus;Hb 11:24;Fé;Moisés;Difícil;O que Moisés recusou ser chamado ao crescer?;Príncipe do Egito;Filho da filha de Faraó;Sacerdote;Governador;B;Moisés preferiu identificar-se com o povo de Deus.
Tiago;Tg 1:12;Perseverança;Recompensa;Média;O que receberá quem perseverar na provação?;Grande riqueza;A coroa da vida;Autoridade;Longos anos de vida;B;Deus recompensa aqueles que permanecem fiéis.
1 Pedro;1Pe 4:10;Dons Espirituais;Serviço;Média;Como devemos usar os dons que recebemos?;Para benefício próprio;Para servir uns aos outros;Somente na igreja;Somente quando solicitados;B;Os dons foram concedidos para edificação do próximo.
2 Pedro;2Pe 3:18;Crescimento Espiritual;Graça;Fácil;Em que Pedro orienta os cristãos a crescer?;Na influência;Na graça e no conhecimento de Jesus Cristo;Na prosperidade;Na fama;B;O crescimento espiritual deve ser contínuo.
1 João;1Jo 3:18;Amor;Prática;Média;Como devemos amar, segundo João?;Somente com palavras;Com ações e em verdade;Apenas em pensamento;Somente os irmãos;B;O amor verdadeiro é demonstrado por atitudes.
2 João;2Jo 1:6;Amor;Obediência;Difícil;Como João define o amor?;Como sentimento;Andar segundo os mandamentos de Deus;Como compaixão;Como serviço;B;O amor bíblico se manifesta na obediência.
3 João;3Jo 1:11;Exemplo;Caráter;Difícil;O que João recomenda não imitar?;Os mais velhos;O mal, mas o bem;Os ricos;Os estrangeiros;B;O cristão deve seguir bons exemplos.
Judas;Jd 1:21;Perseverança;Esperança;Média;Em que os cristãos devem permanecer?;Na tradição;No amor de Deus;Na prosperidade;Na sabedoria humana;B;A permanência no amor de Deus fortalece a esperança.
Apocalipse;Ap 2:7;Promessas;Vida Eterna;Difícil;O que Jesus promete ao vencedor na carta à igreja de Éfeso?;Uma coroa;Comer da árvore da vida;Governar nações;Vestes brancas;B;A árvore da vida simboliza a vida eterna na presença de Deus.
Apocalipse;Ap 21:3;Nova Jerusalém;Esperança;Média;O que João ouviu sobre a habitação de Deus?;Será no templo;Deus habitará com os homens;Será somente no céu;Será invisível;B;A promessa final é a comunhão eterna entre Deus e seu povo.
Apocalipse;Ap 22:20;Volta de Cristo;Esperança;Fácil;"Qual foi a resposta de João à promessa de Jesus: ""Certamente venho sem demora""?";Aleluia;Amém. Vem, Senhor Jesus!;Esperarei em paz;Glória a Deus;B;A Bíblia encerra com a expectativa da volta de Cristo.
Malaquias;Ml 4:5;Profecias Messiânicas;João Batista;Difícil;Qual profeta Malaquias anunciou que seria enviado antes do grande e terrível Dia do Senhor?;Isaías;Elias;Jeremias;Eliseu;B;Jesus identificou João Batista como o cumprimento dessa profecia.
Apocalipse;Ap 22:13;Jesus;Divindade;Difícil;Como Jesus se apresenta no encerramento das Escrituras?;Leão da tribo de Judá;Alfa e Ômega, o Primeiro e o Último, o Princípio e o Fim;Rei de Israel;Filho de Davi;B;Cristo declara sua eternidade e soberania sobre toda a história.
